Paslaugų pavadinimas,Seniunija,Gatvė \ Objektas,Plotas,Mato vnt.
"SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ, NEŠVARUMŲ (SĄŠLAVŲ)  VALYMAS NUO VIEŠOJO TRANSPORTO STOTELIŲ (SUSTOJIMŲ AIKŠTELIŲ) ",DAINAVOS SENIŪNIJA,"PARTIZANŲ G.  190, ""Biruliškės""",60,m² 
"SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ, NEŠVARUMŲ (SĄŠLAVŲ)  VALYMAS NUO VIEŠOJO TRANSPORTO STOTELIŲ (SUSTOJIMŲ AIKŠTELIŲ) ",DAINAVOS SENIŪNIJA,"PARTIZANŲ G.  232A, ""Partizanų g.""",60,m² 
"SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ, NEŠVARUMŲ (SĄŠLAVŲ)  VALYMAS NUO VIEŠOJO TRANSPORTO STOTELIŲ (SUSTOJIMŲ AIKŠTELIŲ) ",DAINAVOS SENIŪNIJA,"PARTIZANŲ G. prie Krėvės pr.129, ""Partizanų g.""",60,m² 
"SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ, NEŠVARUMŲ (SĄŠLAVŲ)  VALYMAS NUO VIEŠOJO TRANSPORTO STOTELIŲ (SUSTOJIMŲ AIKŠTELIŲ) ",DAINAVOS SENIŪNIJA,"PRAMONĖS PR. 20, ""Kauno kolegija""",60,m² 
"SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ, NEŠVARUMŲ (SĄŠLAVŲ)  VALYMAS NUO VIEŠOJO TRANSPORTO STOTELIŲ (SUSTOJIMŲ AIKŠTELIŲ) ",DAINAVOS SENIŪNIJA,"PRAMONĖS PR. 77, ""Kauno kolegija""",60,m² 
"SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ, NEŠVARUMŲ (SĄŠLAVŲ)  VALYMAS NUO VIEŠOJO TRANSPORTO STOTELIŲ (SUSTOJIMŲ AIKŠTELIŲ) ",DAINAVOS SENIŪNIJA,"PRAMONĖS PR. 24, ""Pramonės pr.""",60,m² 
"SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ, NEŠVARUMŲ (SĄŠLAVŲ)  VALYMAS NUO VIEŠOJO TRANSPORTO STOTELIŲ (SUSTOJIMŲ AIKŠTELIŲ) ",DAINAVOS SENIŪNIJA,"PRAMONĖS PR. 91, ""Pramonės pr.""",60,m² 
"SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ, NEŠVARUMŲ (SĄŠLAVŲ)  VALYMAS NUO VIEŠOJO TRANSPORTO STOTELIŲ (SUSTOJIMŲ AIKŠTELIŲ) ",DAINAVOS SENIŪNIJA,"PRAMONĖS PR. 31, ""Dainavos poliklinika""",60,m² 
"SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ, NEŠVARUMŲ (SĄŠLAVŲ)  VALYMAS NUO VIEŠOJO TRANSPORTO STOTELIŲ (SUSTOJIMŲ AIKŠTELIŲ) ",DAINAVOS SENIŪNIJA,"PRAMONĖS PR. 45, ""Taikos pr.""",60,m² 
"SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ, NEŠVARUMŲ (SĄŠLAVŲ)  VALYMAS NUO VIEŠOJO TRANSPORTO STOTELIŲ (SUSTOJIMŲ AIKŠTELIŲ) ",DAINAVOS SENIŪNIJA,"SAVANORIŲ PR. 206, ""Kauno aklųjų ir silpnaregių centras""",60,m² 
"SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ, NEŠVARUMŲ (SĄŠLAVŲ)  VALYMAS NUO VIEŠOJO TRANSPORTO STOTELIŲ (SUSTOJIMŲ AIKŠTELIŲ) ",DAINAVOS SENIŪNIJA,"SAVANORIŲ PR. 226, ""Mituvos g.""",60,m² 
"SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ, NEŠVARUMŲ (SĄŠLAVŲ)  VALYMAS NUO VIEŠOJO TRANSPORTO STOTELIŲ (SUSTOJIMŲ AIKŠTELIŲ) ",DAINAVOS SENIŪNIJA,"SAVANORIŲ PR. 286, ""Ortopedijos technika""",60,m² 
"SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ, NEŠVARUMŲ (SĄŠLAVŲ)  VALYMAS NUO VIEŠOJO TRANSPORTO STOTELIŲ (SUSTOJIMŲ AIKŠTELIŲ) ",DAINAVOS SENIŪNIJA,"SAVANORIŲ PR. 298, ""Baldų parduotuvė"" ",60,m² 
"SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ, NEŠVARUMŲ (SĄŠLAVŲ)  VALYMAS NUO VIEŠOJO TRANSPORTO STOTELIŲ (SUSTOJIMŲ AIKŠTELIŲ) ",DAINAVOS SENIŪNIJA,"SAVANORIŲ PR. 350, PC ""Savas""",60,m² 
"SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ, NEŠVARUMŲ (SĄŠLAVŲ)  VALYMAS NUO VIEŠOJO TRANSPORTO STOTELIŲ (SUSTOJIMŲ AIKŠTELIŲ) ",DAINAVOS SENIŪNIJA,"SAVANORIŲ PR. 352, ""Kalniečių poliklinika""",60,m² 
"SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ, NEŠVARUMŲ (SĄŠLAVŲ)  VALYMAS NUO VIEŠOJO TRANSPORTO STOTELIŲ (SUSTOJIMŲ AIKŠTELIŲ) ",DAINAVOS SENIŪNIJA,"SAVANORIŲ PR. 402, ""Murava""",60,m² 
"SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ, NEŠVARUMŲ (SĄŠLAVŲ)  VALYMAS NUO VIEŠOJO TRANSPORTO STOTELIŲ (SUSTOJIMŲ AIKŠTELIŲ) ",DAINAVOS SENIŪNIJA,"TAIKOS PR. 3, ""Kauno aklųjų ir silpnaregių centras""",60,m² 
"SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ, NEŠVARUMŲ (SĄŠLAVŲ)  VALYMAS NUO VIEŠOJO TRANSPORTO STOTELIŲ (SUSTOJIMŲ AIKŠTELIŲ) ",DAINAVOS SENIŪNIJA,"TAIKOS PR. 33, ""Gražinos g.""",60,m² 
"SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ, NEŠVARUMŲ (SĄŠLAVŲ)  VALYMAS NUO VIEŠOJO TRANSPORTO STOTELIŲ (SUSTOJIMŲ AIKŠTELIŲ) ",DAINAVOS SENIŪNIJA,"TAIKOS PR. 39, ""A.Baranausko g.""",60,m² 
"SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ, NEŠVARUMŲ (SĄŠLAVŲ)  VALYMAS NUO VIEŠOJO TRANSPORTO STOTELIŲ (SUSTOJIMŲ AIKŠTELIŲ) ",DAINAVOS SENIŪNIJA,"TAIKOS PR. 47, ""Vyturio"" vidurinė mokykla",60,m² 
"SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ, NEŠVARUMŲ (SĄŠLAVŲ)  VALYMAS NUO VIEŠOJO TRANSPORTO STOTELIŲ (SUSTOJIMŲ AIKŠTELIŲ) ",DAINAVOS SENIŪNIJA,"TAIKOS PR. 75, ""S.Daukanto vidurinė mokykla""",60,m² 
"SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ, NEŠVARUMŲ (SĄŠLAVŲ)  VALYMAS NUO VIEŠOJO TRANSPORTO STOTELIŲ (SUSTOJIMŲ AIKŠTELIŲ) ",DAINAVOS SENIŪNIJA,"TAIKOS PR. 82A, ""Draugystės parkas""",60,m² 
"SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ, NEŠVARUMŲ (SĄŠLAVŲ)  VALYMAS NUO VIEŠOJO TRANSPORTO STOTELIŲ (SUSTOJIMŲ AIKŠTELIŲ) ",DAINAVOS SENIŪNIJA,"TAIKOS PR. 93, ""Draugystės parkas""",60,m² 
"SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ, NEŠVARUMŲ (SĄŠLAVŲ)  VALYMAS NUO VIEŠOJO TRANSPORTO STOTELIŲ (SUSTOJIMŲ AIKŠTELIŲ) ",DAINAVOS SENIŪNIJA,"TAIKOS PR. 86, ""Trys berželiai""",60,m² 
"SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ, NEŠVARUMŲ (SĄŠLAVŲ)  VALYMAS NUO VIEŠOJO TRANSPORTO STOTELIŲ (SUSTOJIMŲ AIKŠTELIŲ) ",DAINAVOS SENIŪNIJA,"TAIKOS PR. 113, ""Trys berželiai""",60,m² 
"SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ, NEŠVARUMŲ (SĄŠLAVŲ)  VALYMAS NUO VIEŠOJO TRANSPORTO STOTELIŲ (SUSTOJIMŲ AIKŠTELIŲ) ",DAINAVOS SENIŪNIJA,"TAIKOS PR. ""Kauno pienas""",60,m² 
"SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ, NEŠVARUMŲ (SĄŠLAVŲ)  VALYMAS NUO VIEŠOJO TRANSPORTO STOTELIŲ (SUSTOJIMŲ AIKŠTELIŲ) ",DAINAVOS SENIŪNIJA,"TAIKOS PR. 125, ""Statoil""",60,m² 
"SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ, NEŠVARUMŲ (SĄŠLAVŲ)  VALYMAS NUO VIEŠOJO TRANSPORTO STOTELIŲ (SUSTOJIMŲ AIKŠTELIŲ) ",EIGULIŲ SENIŪNIJA,"AŠIGALIO G. 25, ""Aukuro"" vid. mokykla""",60,m² 
"SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ, NEŠVARUMŲ (SĄŠLAVŲ)  VALYMAS NUO VIEŠOJO TRANSPORTO STOTELIŲ (SUSTOJIMŲ AIKŠTELIŲ) ",EIGULIŲ SENIŪNIJA,"AŠIGALIO G. prieš 25, ""Aukuro"" vid. mokykla""",60,m² 
"SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ, NEŠVARUMŲ (SĄŠLAVŲ)  VALYMAS NUO VIEŠOJO TRANSPORTO STOTELIŲ (SUSTOJIMŲ AIKŠTELIŲ) ",EIGULIŲ SENIŪNIJA,"AŠIGALIO G. 44, ""Šiaurės pr.""",60,m² 
"SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ, NEŠVARUMŲ (SĄŠLAVŲ)  VALYMAS NUO VIEŠOJO TRANSPORTO STOTELIŲ (SUSTOJIMŲ AIKŠTELIŲ) ",EIGULIŲ SENIŪNIJA,"AŠIGALIO G. prieš 44, ""Šiaurės pr.""",60,m² 
"SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ, NEŠVARUMŲ (SĄŠLAVŲ)  VALYMAS NUO VIEŠOJO TRANSPORTO STOTELIŲ (SUSTOJIMŲ AIKŠTELIŲ) ",EIGULIŲ SENIŪNIJA,"AŠIGALIO G. 55, ""Šiaurės pr.""",60,m² 
"SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ, NEŠVARUMŲ (SĄŠLAVŲ)  VALYMAS NUO VIEŠOJO TRANSPORTO STOTELIŲ (SUSTOJIMŲ AIKŠTELIŲ) ",EIGULIŲ SENIŪNIJA,"JONAVOS G.  prieš 170, ""Mokyklos bendrabučiai""",60,m² 
"SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ, NEŠVARUMŲ (SĄŠLAVŲ)  VALYMAS NUO VIEŠOJO TRANSPORTO STOTELIŲ (SUSTOJIMŲ AIKŠTELIŲ) ",EIGULIŲ SENIŪNIJA,"JONAVOS G.  178, ""Mokyklos bendrabučiai""",60,m² 
"SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ, NEŠVARUMŲ (SĄŠLAVŲ)  VALYMAS NUO VIEŠOJO TRANSPORTO STOTELIŲ (SUSTOJIMŲ AIKŠTELIŲ) ",EIGULIŲ SENIŪNIJA,"JONAVOS G.  prieš 290, ""Šiaurės pr.""",60,m² 
"SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ, NEŠVARUMŲ (SĄŠLAVŲ)  VALYMAS NUO VIEŠOJO TRANSPORTO STOTELIŲ (SUSTOJIMŲ AIKŠTELIŲ) ",EIGULIŲ SENIŪNIJA,"JONAVOS G.  prieš 220, ""Jonavos g.""",60,m² 
"SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ, NEŠVARUMŲ (SĄŠLAVŲ)  VALYMAS NUO VIEŠOJO TRANSPORTO STOTELIŲ (SUSTOJIMŲ AIKŠTELIŲ) ",EIGULIŲ SENIŪNIJA,"JONAVOS G.  242, ""Jonavos g.""",60,m² 
"SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ, NEŠVARUMŲ (SĄŠLAVŲ)  VALYMAS NUO VIEŠOJO TRANSPORTO STOTELIŲ (SUSTOJIMŲ AIKŠTELIŲ) ",EIGULIŲ SENIŪNIJA,"JONAVOS G.  276, ""Šiaurės pr.""",60,m² 
"SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ, NEŠVARUMŲ (SĄŠLAVŲ)  VALYMAS NUO VIEŠOJO TRANSPORTO STOTELIŲ (SUSTOJIMŲ AIKŠTELIŲ) ",EIGULIŲ SENIŪNIJA,"JONAVOS G.  294, ""Eigulių kapinės""",60,m² 
"SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ, NEŠVARUMŲ (SĄŠLAVŲ)  VALYMAS NUO VIEŠOJO TRANSPORTO STOTELIŲ (SUSTOJIMŲ AIKŠTELIŲ) ",EIGULIŲ SENIŪNIJA,"JONAVOS G.  51, ""Eigulių kapinės""",60,m² 
"SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ, NEŠVARUMŲ (SĄŠLAVŲ)  VALYMAS NUO VIEŠOJO TRANSPORTO STOTELIŲ (SUSTOJIMŲ AIKŠTELIŲ) ",EIGULIŲ SENIŪNIJA,"JONAVOS G.  288, ""Šiaurės pr.""",60,m² 
"SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ, NEŠVARUMŲ (SĄŠLAVŲ)  VALYMAS NUO VIEŠOJO TRANSPORTO STOTELIŲ (SUSTOJIMŲ AIKŠTELIŲ) ",EIGULIŲ SENIŪNIJA,"JONAVOS G.  53, ""Vandentiekis""",60,m² 
"SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ, NEŠVARUMŲ (SĄŠLAVŲ)  VALYMAS NUO VIEŠOJO TRANSPORTO STOTELIŲ (SUSTOJIMŲ AIKŠTELIŲ) ",EIGULIŲ SENIŪNIJA,"JONAVOS G.  prieš 53, ""Vandentiekis""",60,m² 
"SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ, NEŠVARUMŲ (SĄŠLAVŲ)  VALYMAS NUO VIEŠOJO TRANSPORTO STOTELIŲ (SUSTOJIMŲ AIKŠTELIŲ) ",EIGULIŲ SENIŪNIJA,"JONAVOS G.  ""Vasarvietės g.""",60,m² 
"SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ, NEŠVARUMŲ (SĄŠLAVŲ)  VALYMAS NUO VIEŠOJO TRANSPORTO STOTELIŲ (SUSTOJIMŲ AIKŠTELIŲ) ",EIGULIŲ SENIŪNIJA,"JONAVOS G.  ""Vasarvietės g.""",60,m² 
"SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ, NEŠVARUMŲ (SĄŠLAVŲ)  VALYMAS NUO VIEŠOJO TRANSPORTO STOTELIŲ (SUSTOJIMŲ AIKŠTELIŲ) ",EIGULIŲ SENIŪNIJA,"JONAVOS G., ""Šiaurės pr.""",60,m² 
"SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ, NEŠVARUMŲ (SĄŠLAVŲ)  VALYMAS NUO VIEŠOJO TRANSPORTO STOTELIŲ (SUSTOJIMŲ AIKŠTELIŲ) ",EIGULIŲ SENIŪNIJA,"KLEBONIŠKIO G., ""Kleboniškio miško parkas""",60,m² 
"SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ, NEŠVARUMŲ (SĄŠLAVŲ)  VALYMAS NUO VIEŠOJO TRANSPORTO STOTELIŲ (SUSTOJIMŲ AIKŠTELIŲ) ",EIGULIŲ SENIŪNIJA,"KLEBONIŠKIO G., ""Kleboniškio miško parkas""",60,m² 
"SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ, NEŠVARUMŲ (SĄŠLAVŲ)  VALYMAS NUO VIEŠOJO TRANSPORTO STOTELIŲ (SUSTOJIMŲ AIKŠTELIŲ) ",EIGULIŲ SENIŪNIJA,"KLEBONIŠKIO G.  ""Palapinių g.""",60,m² 
"SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ, NEŠVARUMŲ (SĄŠLAVŲ)  VALYMAS NUO VIEŠOJO TRANSPORTO STOTELIŲ (SUSTOJIMŲ AIKŠTELIŲ) ",EIGULIŲ SENIŪNIJA,"KLEBONIŠKIO G.  3A, ""Palapinių g.""",60,m² 
"SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ, NEŠVARUMŲ (SĄŠLAVŲ)  VALYMAS NUO VIEŠOJO TRANSPORTO STOTELIŲ (SUSTOJIMŲ AIKŠTELIŲ) ",EIGULIŲ SENIŪNIJA,"KLEBONIŠKIO G.  24, ""Kleboniškis""",60,m² 
"SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ, NEŠVARUMŲ (SĄŠLAVŲ)  VALYMAS NUO VIEŠOJO TRANSPORTO STOTELIŲ (SUSTOJIMŲ AIKŠTELIŲ) ",EIGULIŲ SENIŪNIJA,"LANDSBERGIO-ŽEMKALNIO V. 4, ""V.Landsbergio-Žemkalnio g.""",60,m² 
"SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ, NEŠVARUMŲ (SĄŠLAVŲ)  VALYMAS NUO VIEŠOJO TRANSPORTO STOTELIŲ (SUSTOJIMŲ AIKŠTELIŲ) ",EIGULIŲ SENIŪNIJA,"LANDSBERGIO-ŽEMKALNIO V. prieš 40, ""M.Mažvydo vid.mokykla""",60,m² 
"SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ, NEŠVARUMŲ (SĄŠLAVŲ)  VALYMAS NUO VIEŠOJO TRANSPORTO STOTELIŲ (SUSTOJIMŲ AIKŠTELIŲ) ",EIGULIŲ SENIŪNIJA,"LUKŠIO P. 5, ""Pakraščio g.""",60,m² 
"SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ, NEŠVARUMŲ (SĄŠLAVŲ)  VALYMAS NUO VIEŠOJO TRANSPORTO STOTELIŲ (SUSTOJIMŲ AIKŠTELIŲ) ",EIGULIŲ SENIŪNIJA,"LUKŠIO P. 20, ""Pakraščio g.""",60,m² 
"SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ, NEŠVARUMŲ (SĄŠLAVŲ)  VALYMAS NUO VIEŠOJO TRANSPORTO STOTELIŲ (SUSTOJIMŲ AIKŠTELIŲ) ",EIGULIŲ SENIŪNIJA,"LUKŠIO P. 27, ""V.Landsbergio-Žemkalnio g.""",60,m² 
"SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ, NEŠVARUMŲ (SĄŠLAVŲ)  VALYMAS NUO VIEŠOJO TRANSPORTO STOTELIŲ (SUSTOJIMŲ AIKŠTELIŲ) ",EIGULIŲ SENIŪNIJA,"LUKŠIO P. ""V.Landsbergio-Žemkalnio g.""",60,m² 
"SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ, NEŠVARUMŲ (SĄŠLAVŲ)  VALYMAS NUO VIEŠOJO TRANSPORTO STOTELIŲ (SUSTOJIMŲ AIKŠTELIŲ) ",EIGULIŲ SENIŪNIJA,"LUKŠIO P. 60, ""Čėčėnijos aikštė""",60,m² 
"SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ, NEŠVARUMŲ (SĄŠLAVŲ)  VALYMAS NUO VIEŠOJO TRANSPORTO STOTELIŲ (SUSTOJIMŲ AIKŠTELIŲ) ",EIGULIŲ SENIŪNIJA,"LUKŠIO P. prieš 60, ""Čėčėnijos aikštė""",60,m² 
"SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ, NEŠVARUMŲ (SĄŠLAVŲ)  VALYMAS NUO VIEŠOJO TRANSPORTO STOTELIŲ (SUSTOJIMŲ AIKŠTELIŲ) ",EIGULIŲ SENIŪNIJA,"LUKŠIO P. 55, ""S.Lozoraičio g.""",60,m² 
"SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ, NEŠVARUMŲ (SĄŠLAVŲ)  VALYMAS NUO VIEŠOJO TRANSPORTO STOTELIŲ (SUSTOJIMŲ AIKŠTELIŲ) ",EIGULIŲ SENIŪNIJA,"LUKŠIO P. 68, ""S.Lozoraičio g.""",60,m² 
"SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ, NEŠVARUMŲ (SĄŠLAVŲ)  VALYMAS NUO VIEŠOJO TRANSPORTO STOTELIŲ (SUSTOJIMŲ AIKŠTELIŲ) ",EIGULIŲ SENIŪNIJA,"SAVANORIŲ PR. 349, ""Baldų parduotuvė""",60,m² 
"SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ, NEŠVARUMŲ (SĄŠLAVŲ)  VALYMAS NUO VIEŠOJO TRANSPORTO STOTELIŲ (SUSTOJIMŲ AIKŠTELIŲ) ",EIGULIŲ SENIŪNIJA,"SAVANORIŲ PR. 371, ""Kalniečių poliklinika'",60,m² 
"SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ, NEŠVARUMŲ (SĄŠLAVŲ)  VALYMAS NUO VIEŠOJO TRANSPORTO STOTELIŲ (SUSTOJIMŲ AIKŠTELIŲ) ",EIGULIŲ SENIŪNIJA,"SAVANORIŲ PR. 377, ""Kalniečių poliklinika'",60,m² 
"SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ, NEŠVARUMŲ (SĄŠLAVŲ)  VALYMAS NUO VIEŠOJO TRANSPORTO STOTELIŲ (SUSTOJIMŲ AIKŠTELIŲ) ",EIGULIŲ SENIŪNIJA,"SAVANORIŲ PR. 435, ""Murava""",60,m² 
"SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ, NEŠVARUMŲ (SĄŠLAVŲ)  VALYMAS NUO VIEŠOJO TRANSPORTO STOTELIŲ (SUSTOJIMŲ AIKŠTELIŲ) ",EIGULIŲ SENIŪNIJA,"SUKILĖLIŲ PR. 75, ""Topolis""",60,m² 
"SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ, NEŠVARUMŲ (SĄŠLAVŲ)  VALYMAS NUO VIEŠOJO TRANSPORTO STOTELIŲ (SUSTOJIMŲ AIKŠTELIŲ) ",EIGULIŲ SENIŪNIJA,"SUKILĖLIŲ PR. 84, ""Topolis""",60,m² 
"SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ, NEŠVARUMŲ (SĄŠLAVŲ)  VALYMAS NUO VIEŠOJO TRANSPORTO STOTELIŲ (SUSTOJIMŲ AIKŠTELIŲ) ",EIGULIŲ SENIŪNIJA,"ŠIAURĖS PR. ""K.Škirpos g.""",60,m² 
"SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ, NEŠVARUMŲ (SĄŠLAVŲ)  VALYMAS NUO VIEŠOJO TRANSPORTO STOTELIŲ (SUSTOJIMŲ AIKŠTELIŲ) ",EIGULIŲ SENIŪNIJA,"ŠIAURĖS PR. ""P.Plechavičiaus g.""",60,m² 
"SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ, NEŠVARUMŲ (SĄŠLAVŲ)  VALYMAS NUO VIEŠOJO TRANSPORTO STOTELIŲ (SUSTOJIMŲ AIKŠTELIŲ) ",EIGULIŲ SENIŪNIJA,"ŠIAURĖS PR. prieš 27, ""P.Plechavičiaus g.""",60,m² 
"SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ, NEŠVARUMŲ (SĄŠLAVŲ)  VALYMAS NUO VIEŠOJO TRANSPORTO STOTELIŲ (SUSTOJIMŲ AIKŠTELIŲ) ",EIGULIŲ SENIŪNIJA,"ŠIAURĖS PR. 3A, ""Savanorių pr.""",60,m² 
"SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ, NEŠVARUMŲ (SĄŠLAVŲ)  VALYMAS NUO VIEŠOJO TRANSPORTO STOTELIŲ (SUSTOJIMŲ AIKŠTELIŲ) ",EIGULIŲ SENIŪNIJA,"ŠIAURĖS PR. prieš 3A, ""Savanorių pr.""",60,m² 
"SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ, NEŠVARUMŲ (SĄŠLAVŲ)  VALYMAS NUO VIEŠOJO TRANSPORTO STOTELIŲ (SUSTOJIMŲ AIKŠTELIŲ) ",EIGULIŲ SENIŪNIJA,"ŠIAURĖS PR. 17, ""Šiaurinė""",60,m² 
"SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ, NEŠVARUMŲ (SĄŠLAVŲ)  VALYMAS NUO VIEŠOJO TRANSPORTO STOTELIŲ (SUSTOJIMŲ AIKŠTELIŲ) ",EIGULIŲ SENIŪNIJA,"ŠIAURĖS PR. prieš 23, ""Šiaurinė""",60,m² 
"SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ, NEŠVARUMŲ (SĄŠLAVŲ)  VALYMAS NUO VIEŠOJO TRANSPORTO STOTELIŲ (SUSTOJIMŲ AIKŠTELIŲ) ",EIGULIŲ SENIŪNIJA,"ŠIAURĖS PR. 6, ""Ašigalio g.""",60,m² 
"SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ, NEŠVARUMŲ (SĄŠLAVŲ)  VALYMAS NUO VIEŠOJO TRANSPORTO STOTELIŲ (SUSTOJIMŲ AIKŠTELIŲ) ",EIGULIŲ SENIŪNIJA,"ŠIAURĖS PR. 91, ""Ašigalio g.""",60,m² 
