SENIUNIJA;INFO;GATVE;DANGA;DARBAS;MATAS;id
Aleksoto;IKI JULIJANAVOS;DARIAUS S.IR GIRËNO S.;Gatvë;Mechanizuotas gatvës barstymas ðlapios druskos miðiniu;m2;153
Aleksoto;VEIVERIØ PL.- ÈIURLIONIO TILTAS IR GALINIS APSISUK;EUROPOS PR.;Gatvë;Mechanizuotas gatvës barstymas ðlapios druskos miðiniu;m2;154
Aleksoto;NUO VEIVERIØ IKI JULIJANAVOS;EUROPOS PR.;Gatvë;Mechanizuotas gatvës barstymas ðlapios druskos miðiniu;m2;155
Aleksoto;NUO SVAJONIØ AL. IKI VILTIES G.;GRYBAUSKO K.;Gatvë;Mechanizuotas gatvës barstymas ðlapios druskos miðiniu;m2;156
Aleksoto;NUO SENIAVOS PL. IKI ALYVØ G.;GVAZDIKØ;Gatvë;Mechanizuotas gatvës barstymas ðlapios druskos miðiniu;m2;157
Aleksoto;;JONUÈIØ;Gatvë;Mechanizuotas gatvës barstymas ðlapios druskos miðiniu;m2;158
Aleksoto;IKI MIESTO RIBOS;JULIJANAVOS;Gatvë;Mechanizuotas gatvës barstymas ðlapios druskos miðiniu;m2;159
Aleksoto;NUO KALVARIJOS IKI DVARØ;JUODELYNËS;Gatvë;Mechanizuotas gatvës barstymas ðlapios druskos miðiniu;m2;160
Aleksoto;;KALKINËS;Gatvë;Mechanizuotas gatvës barstymas ðlapios druskos miðiniu;m2;161
Aleksoto;IKI DRAGIØ G.;KALVARIJOS;Gatvë;Mechanizuotas gatvës barstymas ðlapios druskos miðiniu;m2;162
Aleksoto;IR GALINIS APSISUKIMAS;KREIDOS;Gatvë;Mechanizuotas gatvës barstymas ðlapios druskos miðiniu;m2;163
Aleksoto;NUO VEIVERIØ G. IKI BAKANAUSKO G.;LAKÛNØ PL.;Gatvë;Mechanizuotas gatvës barstymas ðlapios druskos miðiniu;m2;164
Aleksoto;;LAZDIJØ;Gatvë;Mechanizuotas gatvës barstymas ðlapios druskos miðiniu;m2;165
Aleksoto;;MARVELËS;Gatvë;Mechanizuotas gatvës barstymas ðlapios druskos miðiniu;m2;166
Aleksoto;;MINKOVSKIØ H.IR O.;Gatvë;Mechanizuotas gatvës barstymas ðlapios druskos miðiniu;m2;167
Aleksoto;;PABRËÞOS;Gatvë;Mechanizuotas gatvës barstymas ðlapios druskos miðiniu;m2;168
Aleksoto;;PILIAKALNIO;Gatvë;Mechanizuotas gatvës barstymas ðlapios druskos miðiniu;m2;169
Aleksoto;NUO ALÐËNØ IKI LAZDIJØ;PILVIÐKIØ;Gatvë;Mechanizuotas gatvës barstymas ðlapios druskos miðiniu;m2;170
Aleksoto;NUO VEIVERIØ PL. IKI TITNAGO;SENIAVOS PL.;Gatvë;Mechanizuotas gatvës barstymas ðlapios druskos miðiniu;m2;171
Aleksoto;;SVIRBYGALOS;Gatvë;Mechanizuotas gatvës barstymas ðlapios druskos miðiniu;m2;172
Aleksoto;ÁKALNË;SÀNAÐOS;Gatvë;Mechanizuotas gatvës barstymas ðlapios druskos miðiniu;m2;173
Aleksoto;;TECHNIKUMO;Gatvë;Mechanizuotas gatvës barstymas ðlapios druskos miðiniu;m2;174
Aleksoto;NUO JONUÈIØ G. IKI KALVARIJOS G.;TIRKILIÐKIØ;Gatvë;Mechanizuotas gatvës barstymas ðlapios druskos miðiniu;m2;175
Aleksoto;;TITNAGO;Gatvë;Mechanizuotas gatvës barstymas ðlapios druskos miðiniu;m2;176
Aleksoto;;UÞNEMUNËS;Gatvë;Mechanizuotas gatvës barstymas ðlapios druskos miðiniu;m2;177
Aleksoto;IKI DULKSNIO G.;VEIVERIØ;Gatvë;Mechanizuotas gatvës barstymas ðlapios druskos miðiniu;m2;178
Aleksoto;NUO EUROPOS PR. IKI PABRËÞOS;VILTIES;Gatvë;Mechanizuotas gatvës barstymas ðlapios druskos miðiniu;m2;179
Aleksoto;NUO GRYBAUSKO G. IKI PABRËÞOS G.;VILTIES;Gatvë;Mechanizuotas gatvës barstymas ðlapios druskos miðiniu;m2;180
Aleksoto;SU PRIETILÈIAIS;ÈIURLIONIO M.K. TILTAS;Gatvë;Mechanizuotas gatvës barstymas ðlapios druskos miðiniu;m2;181
Aleksoto;NUO AKACIJØ G. IKI VEIVERIØ PL.;ÐEÐTOKØ;Gatvë;Mechanizuotas gatvës barstymas ðlapios druskos miðiniu;m2;182
Aleksoto;NUO SENIAVOS G. IKI ÐEÐTOKØ G.;AKACIJØ;Gatvë;Mechanizuotas sniego valymas nuo gatvës;m2;183
Aleksoto;NUO GVAZDIKØ IKI KALKINËS;ALYVØ;Gatvë;Mechanizuotas sniego valymas nuo gatvës;m2;184
Aleksoto;;ALÐËNØ;Gatvë;Mechanizuotas sniego valymas nuo gatvës;m2;185
Aleksoto;NUO KREIVOSIOS G. IKI ANTANAVOS G.;ANTAKALNIO;Gatvë;Mechanizuotas sniego valymas nuo gatvës;m2;186
Aleksoto;;ANTANAVOS;Gatvë;Mechanizuotas sniego valymas nuo gatvës;m2;187
Aleksoto;IR GALINIS APSISUKIMAS;BITININKØ;Gatvë;Mechanizuotas sniego valymas nuo gatvës;m2;188
Aleksoto;;BITININKØ;Gatvë;Mechanizuotas sniego valymas nuo gatvës;m2;189
Aleksoto;IKI JULIJANAVOS;DARIAUS S.IR GIRËNO S.;Gatvë;Mechanizuotas sniego valymas nuo gatvës;m2;190
Aleksoto;VEIVERIØ PL.- ÈIURLIONIO TILTAS IR GALINIS APSISUK;EUROPOS PR.;Gatvë;Mechanizuotas sniego valymas nuo gatvës;m2;191
Aleksoto;NUO VEIVERIØ IKI JULIJANAVOS;EUROPOS PR.;Gatvë;Mechanizuotas sniego valymas nuo gatvës;m2;192
Aleksoto;NUO SVAJONIØ AL. IKI VILTIES G.;GRYBAUSKO K.;Gatvë;Mechanizuotas sniego valymas nuo gatvës;m2;193
Aleksoto;NUO SENIAVOS PL. IKI ALYVØ G.;GVAZDIKØ;Gatvë;Mechanizuotas sniego valymas nuo gatvës;m2;194
Aleksoto;;JONUÈIØ;Gatvë;Mechanizuotas sniego valymas nuo gatvës;m2;195
Aleksoto;IKI MIESTO RIBOS;JULIJANAVOS;Gatvë;Mechanizuotas sniego valymas nuo gatvës;m2;196
Aleksoto;NUO KALVARIJOS IKI DVARØ;JUODELYNËS;Gatvë;Mechanizuotas sniego valymas nuo gatvës;m2;197
Aleksoto;;KALKINËS;Gatvë;Mechanizuotas sniego valymas nuo gatvës;m2;198
Aleksoto;IKI DRAGIØ G.;KALVARIJOS;Gatvë;Mechanizuotas sniego valymas nuo gatvës;m2;199
Aleksoto;IKI APLINKKELIO;KALVARIJOS;Gatvë;Mechanizuotas sniego valymas nuo gatvës;m2;200
Aleksoto;IR GALINIS APSISUKIMAS;KREIDOS;Gatvë;Mechanizuotas sniego valymas nuo gatvës;m2;201
Aleksoto;NUO VEIVERIØ G. IKI BAKANAUSKO G.;LAKÛNØ PL.;Gatvë;Mechanizuotas sniego valymas nuo gatvës;m2;202
Aleksoto;;LAZDIJØ;Gatvë;Mechanizuotas sniego valymas nuo gatvës;m2;203
Aleksoto;;MARVELËS;Gatvë;Mechanizuotas sniego valymas nuo gatvës;m2;204
Aleksoto;;MINKOVSKIØ H.IR O.;Gatvë;Mechanizuotas sniego valymas nuo gatvës;m2;205
Aleksoto;;PABRËÞOS;Gatvë;Mechanizuotas sniego valymas nuo gatvës;m2;206
Aleksoto;;PILIAKALNIO;Gatvë;Mechanizuotas sniego valymas nuo gatvës;m2;207
Aleksoto;NUO ALÐËNØ IKI LAZDIJØ;PILVIÐKIØ;Gatvë;Mechanizuotas sniego valymas nuo gatvës;m2;208
Aleksoto;NUO VEIVERIØ PL. IKI TITNAGO;SENIAVOS PL.;Gatvë;Mechanizuotas sniego valymas nuo gatvës;m2;209
Aleksoto;;SVIRBYGALOS;Gatvë;Mechanizuotas sniego valymas nuo gatvës;m2;210
Aleksoto;ÁKALNË;SÀNAÐOS;Gatvë;Mechanizuotas sniego valymas nuo gatvës;m2;211
Aleksoto;;TECHNIKUMO;Gatvë;Mechanizuotas sniego valymas nuo gatvës;m2;212
Aleksoto;NUO JONUÈIØ G. IKI KALVARIJOS G.;TIRKILIÐKIØ;Gatvë;Mechanizuotas sniego valymas nuo gatvës;m2;213
Aleksoto;;TITNAGO;Gatvë;Mechanizuotas sniego valymas nuo gatvës;m2;214
Aleksoto;;UÞNEMUNËS;Gatvë;Mechanizuotas sniego valymas nuo gatvës;m2;215
Aleksoto;IKI DULKSNIO G.;VEIVERIØ;Gatvë;Mechanizuotas sniego valymas nuo gatvës;m2;216
Aleksoto;NUO GRYBAUSKO G. IKI PABRËÞOS G.;VILTIES;Gatvë;Mechanizuotas sniego valymas nuo gatvës;m2;217
Aleksoto;NUO EUROPOS PR. IKI PABRËÞOS;VILTIES;Gatvë;Mechanizuotas sniego valymas nuo gatvës;m2;218
Aleksoto;TILTAS SU PRIETILÈIAIS;ÈIURLIONIO M.K.;Gatvë;Mechanizuotas sniego valymas nuo gatvës;m2;219
Aleksoto;SU PRIETILÈIAIS;ÈIURLIONIO M.K. TILTAS;Gatvë;Mechanizuotas sniego valymas nuo gatvës;m2;220
Aleksoto;NUO AKACIJØ G. IKI VEIVERIØ PL.;ÐEÐTOKØ;Gatvë;Mechanizuotas sniego valymas nuo gatvës;m2;221
Aleksoto;ÁKALNË;BAKANAUSKO J.;Gatvë;Mechanizuotas sniego valymas nuo ákalniø, tiltø, viadukø;m2;222
Aleksoto;NUO VILTIES IKI ÈIURLIONIO TILTO;EUROPOS PR.;Gatvë;Mechanizuotas sniego valymas nuo ákalniø, tiltø, viadukø;m2;223
Aleksoto;ÁKALNËVILTIES G. - M.K.ÈIURLIONIO TILTAS;EUROPOS PR.;Gatvë;Mechanizuotas sniego valymas nuo ákalniø, tiltø, viadukø;m2;224
Aleksoto;ÁKALNË;GRYBAUSKO K.;Gatvë;Mechanizuotas sniego valymas nuo ákalniø, tiltø, viadukø;m2;225
Aleksoto;ÁKALNË IKI MIESTO RIBOS;JULIJANAVOS;Gatvë;Mechanizuotas sniego valymas nuo ákalniø, tiltø, viadukø;m2;226
Aleksoto;ÁKALNË;JULIJANAVOS;Gatvë;Mechanizuotas sniego valymas nuo ákalniø, tiltø, viadukø;m2;227
Aleksoto;ÁKALNË;KALKINËS;Gatvë;Mechanizuotas sniego valymas nuo ákalniø, tiltø, viadukø;m2;228
Aleksoto;ÁKALNË;KREIVOJI;Gatvë;Mechanizuotas sniego valymas nuo ákalniø, tiltø, viadukø;m2;229
Aleksoto;ÁKALNË;SÀNAÐOS;Gatvë;Mechanizuotas sniego valymas nuo ákalniø, tiltø, viadukø;m2;230
Aleksoto;ÁKALNË;VEIVERIØ;Gatvë;Mechanizuotas sniego valymas nuo ákalniø, tiltø, viadukø;m2;231
Aleksoto;ÁKALNË;VIDUKALNIO;Gatvë;Mechanizuotas sniego valymas nuo ákalniø, tiltø, viadukø;m2;232
Aleksoto;TILTAS SU PRIETILÈIAIS;ÈIURLIONIO M.K.;Gatvë;Mechanizuotas sniego valymas nuo ákalniø, tiltø, viadukø;m2;233
Aleksoto;IR GALINIS AUTOBUSØ APSISUKIMAS;BITININKØ;Gatvë;Mechanizuotas susikaupusiø dulkiø, þemiø, ðiukðliø ir kitø neðvarumø (sàðlavø) valymas nuo gatvës;m2;234
Aleksoto;IR GALINIS AUTOBUSØ APSISUKIMAS;DARIAUS S.IR GIRËNO S.;Gatvë;Mechanizuotas susikaupusiø dulkiø, þemiø, ðiukðliø ir kitø neðvarumø (sàðlavø) valymas nuo gatvës;m2;235
Aleksoto;HIDROSTATYBA  2 val. km.;EUROPOS PR.;Gatvë;Mechanizuotas susikaupusiø dulkiø, þemiø, ðiukðliø ir kitø neðvarumø (sàðlavø) valymas nuo gatvës;m2;236
Aleksoto;HIDROSTATYBA 2 val. km.;EUROPOS PR.;Gatvë;Mechanizuotas susikaupusiø dulkiø, þemiø, ðiukðliø ir kitø neðvarumø (sàðlavø) valymas nuo gatvës;m2;237
Aleksoto;;EUROPOS PR.;Gatvë;Mechanizuotas susikaupusiø dulkiø, þemiø, ðiukðliø ir kitø neðvarumø (sàðlavø) valymas nuo gatvës;m2;238
Aleksoto;;GRYBAUSKO K.;Gatvë;Mechanizuotas susikaupusiø dulkiø, þemiø, ðiukðliø ir kitø neðvarumø (sàðlavø) valymas nuo gatvës;m2;239
Aleksoto;;KALVARIJOS;Gatvë;Mechanizuotas susikaupusiø dulkiø, þemiø, ðiukðliø ir kitø neðvarumø (sàðlavø) valymas nuo gatvës;m2;240
Aleksoto;;LAZDIJØ;Gatvë;Mechanizuotas susikaupusiø dulkiø, þemiø, ðiukðliø ir kitø neðvarumø (sàðlavø) valymas nuo gatvës;m2;241
Aleksoto;SENOJI;MARVELËS;Gatvë;Mechanizuotas susikaupusiø dulkiø, þemiø, ðiukðliø ir kitø neðvarumø (sàðlavø) valymas nuo gatvës;m2;242
Aleksoto;;MINKOVSKIØ H.IR O.;Gatvë;Mechanizuotas susikaupusiø dulkiø, þemiø, ðiukðliø ir kitø neðvarumø (sàðlavø) valymas nuo gatvës;m2;243
Aleksoto;;PILIAKALNIO;Gatvë;Mechanizuotas susikaupusiø dulkiø, þemiø, ðiukðliø ir kitø neðvarumø (sàðlavø) valymas nuo gatvës;m2;244
Aleksoto;;SENIAVOS PL.;Gatvë;Mechanizuotas susikaupusiø dulkiø, þemiø, ðiukðliø ir kitø neðvarumø (sàðlavø) valymas nuo gatvës;m2;245
Aleksoto;;TECHNIKUMO;Gatvë;Mechanizuotas susikaupusiø dulkiø, þemiø, ðiukðliø ir kitø neðvarumø (sàðlavø) valymas nuo gatvës;m2;246
Aleksoto;;TIRKILIÐKIØ;Gatvë;Mechanizuotas susikaupusiø dulkiø, þemiø, ðiukðliø ir kitø neðvarumø (sàðlavø) valymas nuo gatvës;m2;247
Aleksoto;;UÞNEMUNËS;Gatvë;Mechanizuotas susikaupusiø dulkiø, þemiø, ðiukðliø ir kitø neðvarumø (sàðlavø) valymas nuo gatvës;m2;248
Aleksoto;;VEIVERIØ;Gatvë;Mechanizuotas susikaupusiø dulkiø, þemiø, ðiukðliø ir kitø neðvarumø (sàðlavø) valymas nuo gatvës;m2;249
Aleksoto;TILTAS SU PRIETILÈIAIS;ÈIURLIONIO M.K.;Gatvë;Mechanizuotas susikaupusiø dulkiø, þemiø, ðiukðliø ir kitø neðvarumø (sàðlavø) valymas nuo gatvës;m2;250
Aleksoto;ÁKALNË;GRYBAUSKO K.;Gatvë;Mechanizuotas ákalniø, tiltø, viadukø barstymas smëlio ir druskos miðiniu;m2;251
Aleksoto;ÁKALNË;KREIVOJI;Gatvë;Mechanizuotas ákalniø, tiltø, viadukø barstymas smëlio ir druskos miðiniu;m2;252
Aleksoto;ÁKALNË;VIDUKALNIO;Gatvë;Mechanizuotas ákalniø, tiltø, viadukø barstymas smëlio ir druskos miðiniu;m2;253
Aleksoto;ÁKALNË;BAKANAUSKO J.;Gatvë;Mechanizuotas ákalniø, tiltø, viadukø barstymas ðlapios druskos miðiniu;m2;254
Aleksoto;NUO VILTIES IKI ÈIURLIONIO TILTO;EUROPOS PR.;Gatvë;Mechanizuotas ákalniø, tiltø, viadukø barstymas ðlapios druskos miðiniu;m2;255
Aleksoto;ÁKALNËVILTIES G. - M.K.ÈIURLIONIO TILTAS;EUROPOS PR.;Gatvë;Mechanizuotas ákalniø, tiltø, viadukø barstymas ðlapios druskos miðiniu;m2;256
Aleksoto;ÁKALNË;GRYBAUSKO K.;Gatvë;Mechanizuotas ákalniø, tiltø, viadukø barstymas ðlapios druskos miðiniu;m2;257
Aleksoto;ÁKALNË  IKI MIESTO RIBOS;JULIJANAVOS;Gatvë;Mechanizuotas ákalniø, tiltø, viadukø barstymas ðlapios druskos miðiniu;m2;258
Aleksoto;ÁKALNË;KALKINËS;Gatvë;Mechanizuotas ákalniø, tiltø, viadukø barstymas ðlapios druskos miðiniu;m2;259
Aleksoto;ÁKALNË;KREIVOJI;Gatvë;Mechanizuotas ákalniø, tiltø, viadukø barstymas ðlapios druskos miðiniu;m2;260
Aleksoto;ÁKALNË;SÀNAÐOS;Gatvë;Mechanizuotas ákalniø, tiltø, viadukø barstymas ðlapios druskos miðiniu;m2;261
Aleksoto;ÁKALNË;VEIVERIØ;Gatvë;Mechanizuotas ákalniø, tiltø, viadukø barstymas ðlapios druskos miðiniu;m2;262
Aleksoto;ÁKALNË;VIDUKALNIO;Gatvë;Mechanizuotas ákalniø, tiltø, viadukø barstymas ðlapios druskos miðiniu;m2;263
Aleksoto;TILTAS SU PRIETILÈIAIS;ÈIURLIONIO M.K.;Gatvë;Mechanizuotas ákalniø, tiltø, viadukø barstymas ðlapios druskos miðiniu;m2;264
Aleksoto;;ALEKSOTO APÞVALGOS AIKÐTE;Aikðtë;Sniego valymas nuo takø, ðaligatviø ir aikðèiø;m2;265
Aleksoto;;DARIAUS S.IR GIRËNO S.;Ðaligatvis;Sniego valymas nuo takø, ðaligatviø ir aikðèiø;m2;266
Aleksoto;UÞNEMUNËS G. IKI MIESTO RIBOS;DVIRAÈIØ TAKAS;Takas;Sniego valymas nuo takø, ðaligatviø ir aikðèiø;m2;267
Aleksoto;;EUROPOS PR.;Ðaligatvis;Sniego valymas nuo takø, ðaligatviø ir aikðèiø;m2;268
Aleksoto;;KARO AVIACIJOS;Ðaligatvis;Sniego valymas nuo takø, ðaligatviø ir aikðèiø;m2;269
Aleksoto;;MARVELËS;Ðaligatvis;Sniego valymas nuo takø, ðaligatviø ir aikðèiø;m2;270
Aleksoto;;MINKOVSKIØ H.IR O.;Ðaligatvis;Sniego valymas nuo takø, ðaligatviø ir aikðèiø;m2;271
Aleksoto;;PILIAKALNIO;Ðaligatvis;Sniego valymas nuo takø, ðaligatviø ir aikðèiø;m2;272
Aleksoto;;SENIAVOS PL.;Ðaligatvis;Sniego valymas nuo takø, ðaligatviø ir aikðèiø;m2;273
Aleksoto;;TECHNIKUMO;Ðaligatvis;Sniego valymas nuo takø, ðaligatviø ir aikðèiø;m2;274
Aleksoto;;UÞNEMUNËS;Ðaligatvis;Sniego valymas nuo takø, ðaligatviø ir aikðèiø;m2;275
Aleksoto;iki Dulksnio;VEIVERIØ;Ðaligatvis;Sniego valymas nuo takø, ðaligatviø ir aikðèiø;m2;276
Aleksoto;KUR SIAURAS ÐALIGATVIS;VEIVERIØ;Ðaligatvis;Sniego valymas nuo takø, ðaligatviø ir aikðèiø;m2;277
Aleksoto;/AMERIKOS LIETUVIØ G.;ÈEPINSKIO V.;Aikðtë;Sniego valymas nuo takø, ðaligatviø ir aikðèiø;m2;278
Aleksoto;;ÈEPINSKIO V.;Ðaligatvis;Sniego valymas nuo takø, ðaligatviø ir aikðèiø;m2;279
Aleksoto;TILTAS IR PRIETILÈIAI;ÈIURLIONIO M.K.;Ðaligatvis;Sniego valymas nuo takø, ðaligatviø ir aikðèiø;m2;280
Aleksoto;IR PRIETILÈIAI;ÈIURLIONIO M.K. TILTAS;Ðaligatvis;Sniego valymas nuo takø, ðaligatviø ir aikðèiø;m2;281
Aleksoto;;ALEKSOTO APÞVALGOS AIKÐTE;Aikðtë;Susikaupusiø dulkiø, þemiø, ðiukðliø, lapø ir kitø neðvarumø valymas nuo takø, ðaligatviø ir aikðèiø;m2;282
Aleksoto;;DARIAUS S.IR GIRËNO S.;Ðaligatvis;Susikaupusiø dulkiø, þemiø, ðiukðliø, lapø ir kitø neðvarumø valymas nuo takø, ðaligatviø ir aikðèiø;m2;283
Aleksoto;;EUROPOS PR.;Ðaligatvis;Susikaupusiø dulkiø, þemiø, ðiukðliø, lapø ir kitø neðvarumø valymas nuo takø, ðaligatviø ir aikðèiø;m2;284
Aleksoto;;KARO AVIACIJOS;Ðaligatvis;Susikaupusiø dulkiø, þemiø, ðiukðliø, lapø ir kitø neðvarumø valymas nuo takø, ðaligatviø ir aikðèiø;m2;285
Aleksoto;;MARVELËS;Ðaligatvis;Susikaupusiø dulkiø, þemiø, ðiukðliø, lapø ir kitø neðvarumø valymas nuo takø, ðaligatviø ir aikðèiø;m2;286
Aleksoto;;MINKOVSKIØ H.IR O.;Ðaligatvis;Susikaupusiø dulkiø, þemiø, ðiukðliø, lapø ir kitø neðvarumø valymas nuo takø, ðaligatviø ir aikðèiø;m2;287
Aleksoto;;PILIAKALNIO;Ðaligatvis;Susikaupusiø dulkiø, þemiø, ðiukðliø, lapø ir kitø neðvarumø valymas nuo takø, ðaligatviø ir aikðèiø;m2;288
Aleksoto;;SENIAVOS PL.;Ðaligatvis;Susikaupusiø dulkiø, þemiø, ðiukðliø, lapø ir kitø neðvarumø valymas nuo takø, ðaligatviø ir aikðèiø;m2;289
Aleksoto;;TECHNIKUMO;Ðaligatvis;Susikaupusiø dulkiø, þemiø, ðiukðliø, lapø ir kitø neðvarumø valymas nuo takø, ðaligatviø ir aikðèiø;m2;290
Aleksoto;DVIRAÈIØ TAKAS;UÞNEMUNËS;Takas;Susikaupusiø dulkiø, þemiø, ðiukðliø, lapø ir kitø neðvarumø valymas nuo takø, ðaligatviø ir aikðèiø;m2;291
Aleksoto;;UÞNEMUNËS;Ðaligatvis;Susikaupusiø dulkiø, þemiø, ðiukðliø, lapø ir kitø neðvarumø valymas nuo takø, ðaligatviø ir aikðèiø;m2;292
Aleksoto;IKI DULKSNIO G.;VEIVERIØ;Ðaligatvis;Susikaupusiø dulkiø, þemiø, ðiukðliø, lapø ir kitø neðvarumø valymas nuo takø, ðaligatviø ir aikðèiø;m2;293
Aleksoto;;VEIVERIØ;Ðaligatvis;Susikaupusiø dulkiø, þemiø, ðiukðliø, lapø ir kitø neðvarumø valymas nuo takø, ðaligatviø ir aikðèiø;m2;294
Aleksoto;/AMERIKOS LIETUVIØ G.;ÈEPINSKIO V.;Aikðtë;Susikaupusiø dulkiø, þemiø, ðiukðliø, lapø ir kitø neðvarumø valymas nuo takø, ðaligatviø ir aikðèiø;m2;295
Aleksoto;;ÈEPINSKIO V.;Ðaligatvis;Susikaupusiø dulkiø, þemiø, ðiukðliø, lapø ir kitø neðvarumø valymas nuo takø, ðaligatviø ir aikðèiø;m2;296
Aleksoto;;ÈIURLIONIO M.K. TILTAS;Ðaligatvis;Susikaupusiø dulkiø, þemiø, ðiukðliø, lapø ir kitø neðvarumø valymas nuo takø, ðaligatviø ir aikðèiø;m2;297
Aleksoto;;ALEKSOTO APÞVALGOS AIKÐTE;Aikðtë;Takø, ðaligatviø ir aikðèiø barstymas druskos ir smëlio miðiniu;m2;298
Aleksoto;;DARIAUS S.IR GIRËNO S.;Ðaligatvis;Takø, ðaligatviø ir aikðèiø barstymas druskos ir smëlio miðiniu;m2;299
Aleksoto;UÞNEMUNËS G. IKI MIESTO RIBOS;DVIRAÈIØ TAKAS;Takas;Takø, ðaligatviø ir aikðèiø barstymas druskos ir smëlio miðiniu;m2;300
Aleksoto;;EUROPOS PR.;Ðaligatvis;Takø, ðaligatviø ir aikðèiø barstymas druskos ir smëlio miðiniu;m2;301
Aleksoto;;KARO AVIACIJOS;Ðaligatvis;Takø, ðaligatviø ir aikðèiø barstymas druskos ir smëlio miðiniu;m2;302
Aleksoto;SENOJI;MARVELËS;Ðaligatvis;Takø, ðaligatviø ir aikðèiø barstymas druskos ir smëlio miðiniu;m2;303
Aleksoto;NAUJOJI;MARVELËS;Ðaligatvis;Takø, ðaligatviø ir aikðèiø barstymas druskos ir smëlio miðiniu;m2;304
Aleksoto;;MINKOVSKIØ H.IR O.;Ðaligatvis;Takø, ðaligatviø ir aikðèiø barstymas druskos ir smëlio miðiniu;m2;305
Aleksoto;;PILIAKALNIO;Ðaligatvis;Takø, ðaligatviø ir aikðèiø barstymas druskos ir smëlio miðiniu;m2;306
Aleksoto;;SENIAVOS PL.;Ðaligatvis;Takø, ðaligatviø ir aikðèiø barstymas druskos ir smëlio miðiniu;m2;307
Aleksoto;;TECHNIKUMO;Ðaligatvis;Takø, ðaligatviø ir aikðèiø barstymas druskos ir smëlio miðiniu;m2;308
Aleksoto;;UÞNEMUNËS;Ðaligatvis;Takø, ðaligatviø ir aikðèiø barstymas druskos ir smëlio miðiniu;m2;309
Aleksoto;iki Dulksnio;VEIVERIØ;Ðaligatvis;Takø, ðaligatviø ir aikðèiø barstymas druskos ir smëlio miðiniu;m2;310
Aleksoto;/AMERIKOS LIETUVIØ G.;ÈEPINSKIO V.;Aikðtë;Takø, ðaligatviø ir aikðèiø barstymas druskos ir smëlio miðiniu;m2;311
Aleksoto;;ÈEPINSKIO V.;Ðaligatvis;Takø, ðaligatviø ir aikðèiø barstymas druskos ir smëlio miðiniu;m2;312
Aleksoto;TILTAS IR PRIETILÈIAI;ÈIURLIONIO M.K.;Ðaligatvis;Takø, ðaligatviø ir aikðèiø barstymas druskos ir smëlio miðiniu;m2;313
Aleksoto;19A;ALÐËNØ;VT stotelë;VT stoteliø prieþiûra (áskaitant sniego nukasimà ir VT pabarstymà smëlio ir druskos miðiniu);m2;314
Aleksoto;6;BITININKØ;VT stotelë;VT stoteliø prieþiûra (áskaitant sniego nukasimà ir VT pabarstymà smëlio ir druskos miðiniu);m2;315
Aleksoto;33;BITININKØ;VT stotelë;VT stoteliø prieþiûra (áskaitant sniego nukasimà ir VT pabarstymà smëlio ir druskos miðiniu);m2;316
Aleksoto;prieð 48;DARIAUS S.IR GIRËNO S.;VT stotelë;VT stoteliø prieþiûra (áskaitant sniego nukasimà ir VT pabarstymà smëlio ir druskos miðiniu);m2;317
Aleksoto;20;DARIAUS S.IR GIRËNO S.;VT stotelë;VT stoteliø prieþiûra (áskaitant sniego nukasimà ir VT pabarstymà smëlio ir druskos miðiniu);m2;318
Aleksoto;21;DARIAUS S.IR GIRËNO S.;VT stotelë;VT stoteliø prieþiûra (áskaitant sniego nukasimà ir VT pabarstymà smëlio ir druskos miðiniu);m2;319
Aleksoto;48;DARIAUS S.IR GIRËNO S.;VT stotelë;VT stoteliø prieþiûra (áskaitant sniego nukasimà ir VT pabarstymà smëlio ir druskos miðiniu);m2;320
Aleksoto;68;DARIAUS S.IR GIRËNO S.;VT stotelë;VT stoteliø prieþiûra (áskaitant sniego nukasimà ir VT pabarstymà smëlio ir druskos miðiniu);m2;321
Aleksoto;39;DARIAUS S.IR GIRËNO S.;VT stotelë;VT stoteliø prieþiûra (áskaitant sniego nukasimà ir VT pabarstymà smëlio ir druskos miðiniu);m2;322
Aleksoto;69;DARIAUS S.IR GIRËNO S.;VT stotelë;VT stoteliø prieþiûra (áskaitant sniego nukasimà ir VT pabarstymà smëlio ir druskos miðiniu);m2;323
Aleksoto;;DVARØ;VT stotelë;VT stoteliø prieþiûra (áskaitant sniego nukasimà ir VT pabarstymà smëlio ir druskos miðiniu);m2;324
Aleksoto;prieð 60;EUROPOS PR.;VT stotelë;VT stoteliø prieþiûra (áskaitant sniego nukasimà ir VT pabarstymà smëlio ir druskos miðiniu);m2;325
Aleksoto;prie Þilibero Þ.E;EUROPOS PR.;VT stotelë;VT stoteliø prieþiûra (áskaitant sniego nukasimà ir VT pabarstymà smëlio ir druskos miðiniu);m2;326
Aleksoto;prie Þilibero Þ.E.;EUROPOS PR.;VT stotelë;VT stoteliø prieþiûra (áskaitant sniego nukasimà ir VT pabarstymà smëlio ir druskos miðiniu);m2;327
Aleksoto;uþ Vilties g. sankryþos;EUROPOS PR.;VT stotelë;VT stoteliø prieþiûra (áskaitant sniego nukasimà ir VT pabarstymà smëlio ir druskos miðiniu);m2;328
Aleksoto;prie Veiveriø sankryþos;EUROPOS PR.;VT stotelë;VT stoteliø prieþiûra (áskaitant sniego nukasimà ir VT pabarstymà smëlio ir druskos miðiniu);m2;329
